session,date,equity,benchmarkEquity,dailyReturn,benchmarkReturn,close,exposureBars
1706,2013-07-08,120428.91470919039,123558.72657770629,0.0052515464964768555,0.0052515464964768555,1640.4599609375,1
1707,2013-07-09,121299.57610804545,124452.01548579513,0.007229670722828763,0.007229670722828763,1652.3199462890625,1
1708,2013-07-10,121321.60319532054,124474.615032262,0.00018159245054127915,0.00018159245054127915,1652.6199951171875,1
1709,2013-07-11,122966.02652406991,126161.77507140698,0.013554249906357896,0.013554249906358118,1675.02001953125,1
1710,2013-07-12,123345.55915233458,126551.17132525775,0.003086483632862347,0.003086483632862347,1680.18994140625,1
1711,2013-07-15,123515.14442474864,126725.16392791811,0.001374879432867182,0.001374879432867404,1682.5,1
1712,2013-07-16,123057.05628507087,126255.17059338035,-0.003708760911961373,-0.003708760911961373,1676.260009765625,1
1713,2013-07-17,123398.42236951755,126605.40839792174,0.0027740472164057284,0.0027740472164057284,1680.9100341796875,1
1714,2013-07-18,124019.48227859514,127242.60895461029,0.0050329647425946256,0.005032964742594848,1689.3699951171875,1
1715,2013-07-19,124219.15988586264,127447.4759580175,0.0016100503211176065,0.0016100503211176065,1692.0899658203125,1
